860400	0.8
864000	0.93
867600	1.26
871200	1.65
874800	2.02
878400	2.3
882000	2.41
885600	2.28
889200	1.96
892800	1.57
896400	1.22
900000	0.99
903600	0.89
907200	1
910800	1.31
914400	1.73
918000	2.12
921600	2.41
925200	2.55
928800	2.49
932400	2.22
936000	1.83
939600	1.45
943200	1.14
946800	0.95
950400	0.92
954000	1.09
957600	1.38
961200	1.71
964800	2
968400	2.2
972000	2.24
975600	2.08
979200	1.79
982800	1.47
986400	1.21
990000	1.05
993600	1.03
997200	1.17
1000800	1.46
1004400	1.81
1008000	2.12
1011600	2.35
1015200	2.43
1018800	2.33
1022400	2.07
1026000	1.74
1029600	1.42
1033200	1.17
1036800	1.03
1040400	1.04
1044000	1.19
1047600	1.43
1051200	1.69
1054800	1.94
1058400	2.09
1062000	2.1
1065600	1.96
1069200	1.72
1072800	1.47
1076400	1.28
1080000	1.16
1083600	1.15
1087200	1.28
1090800	1.51
1094400	1.8
1098000	2.06
1101600	2.25
1105200	2.32
1108800	2.23
1112400	2.01
1116000	1.73
1119600	1.45
1123200	1.24
1126800	1.11
1130400	1.1
1134000	1.21
1137600	1.4
1141200	1.63
1144800	1.86
1148400	2.01
1152000	2.04
1155600	1.94
1159200	1.76
1162800	1.55
1166400	1.37
1170000	1.25
1173600	1.21
1177200	1.29
1180800	1.48
1184400	1.73
1188000	1.98
1191600	2.18
1195200	2.28
1198800	2.23
1202400	2.05
1206000	1.79
1209600	1.52
1213200	1.29
1216800	1.14
1220400	1.09
1224000	1.15
1227600	1.32
1231200	1.56
1234800	1.82
1238400	2.01
1242000	2.08
1245600	2.04
1249200	1.88
1252800	1.66
1256400	1.45
1260000	1.28
1263600	1.19
1267200	1.22
1270800	1.38
1274400	1.64
1278000	1.93
1281600	2.18
1285200	2.33
1288800	2.32
1292400	2.16
1296000	1.88
1299600	1.56
1303200	1.29
1306800	1.1
1310400	1.01
1314000	1.05
1317600	1.23
1321200	1.52
1324800	1.85
1328400	2.1
1332000	2.23
1335600	2.21
1339200	2.02
1342800	1.74
1346400	1.45
1350000	1.22
1353600	1.09
1357200	1.1
1360800	1.26
1364400	1.57
1368000	1.95
1371600	2.28
1375200	2.48
1378800	2.49
1382400	2.3
1386000	1.94
1389600	1.55
1393200	1.21
1396800	0.98
1400400	0.87
1404000	0.92
1407600	1.16
1411200	1.55
1414800	1.97
1418400	2.3
1422000	2.46
1425600	2.4
1429200	2.14
1432800	1.75
1436400	1.38
1440000	1.1
1443600	0.94
1447200	0.95
1450800	1.16
1454400	1.57
1458000	2.05
1461600	2.46
1465200	2.69
1468800	2.68
1472400	2.41
1476000	1.95
1479600	1.46
1483200	1.08
1486800	0.83
1490400	0.71
1494000	0.8
1497600	1.16
1501200	1.68
1504800	2.19
1508400	2.56
1512000	2.7
1515600	2.57
1519200	2.18
1522800	1.68
1526400	1.24
1530000	0.93
1533600	0.77
1537200	0.8
1540800	1.11
1544400	1.65
1548000	2.23
1551600	2.69
1555200	2.92
1558800	2.85
1562400	2.45
1566000	1.87
1569600	1.32
1573200	0.92
1576800	0.66
1580400	0.56
1584000	0.75
1587600	1.25
1591200	1.9
1594800	2.46
1598400	2.83
1602000	2.92
1605600	2.67
1609200	2.13
1612800	1.53
1616400	1.06
1620000	0.75
1623600	0.6
1627200	0.7
1630800	1.13
1634400	1.79
1638000	2.44
1641600	2.91
1645200	3.1
1648800	2.93
1652400	2.41
1656000	1.73
1659600	1.16
1663200	0.76
1666800	0.51
1670400	0.47
1674000	0.8
1677600	1.44
1681200	2.16
1684800	2.74
1688400	3.06
1692000	3.06
1695600	2.66
1699200	2
1702800	1.36
1706400	0.89
1710000	0.58
1713600	0.46
1717200	0.66
1720800	1.22
1724400	1.97
1728000	2.63
1731600	3.08
1735200	3.2
1738800	2.91
1742400	2.28
1746000	1.57
1749600	1.01
1753200	0.62
1756800	0.4
1760400	0.47
1764000	0.94
1767600	1.68
1771200	2.42
1774800	2.96
1778400	3.22
1782000	3.09
1785600	2.56
1789200	1.84
1792800	1.21
1796400	0.75
1800000	0.45
1803600	0.39
1807200	0.7
1810800	1.35
1814400	2.12
1818000	2.76
1821600	3.15
1825200	3.19
1828800	2.8
1832400	2.1
1836000	1.41
1839600	0.89
1843200	0.54
1846800	0.39
1850400	0.58
1854000	1.16
1857600	1.93
1861200	2.62
1864800	3.1
1868400	3.27
1872000	3.02
1875600	2.42
1879200	1.69
1882800	1.09
1886400	0.66
1890000	0.39
1893600	0.4
1897200	0.8
1900800	1.48
1904400	2.21
1908000	2.8
1911600	3.12
1915200	3.07
1918800	2.61
1922400	1.92
1926000	1.29
1929600	0.83
1933200	0.53
1936800	0.47
1940400	0.76
1944000	1.38
1947600	2.11
1951200	2.74
1954800	3.14
1958400	3.21
1962000	2.89
1965600	2.26
1969200	1.58
1972800	1.03
1976400	0.63
1980000	0.41
1983600	0.5
1987200	0.92
1990800	1.56
1994400	2.22
1998000	2.74
2001600	2.99
2005200	2.87
2008800	2.39
2012400	1.77
2016000	1.22
2019600	0.82
2023200	0.6
2026800	0.63
2030400	0.97
2034000	1.56
2037600	2.21
2041200	2.75
2044800	3.07
2048400	3.08
2052000	2.73
2055600	2.14
2059200	1.53
2062800	1.03
2066400	0.68
2070000	0.52
2073600	0.63
2077200	1.02
2080800	1.58
2084400	2.16
2088000	2.6
2091600	2.79
2095200	2.64
2098800	2.2
2102400	1.67
2106000	1.21
2109600	0.89
2113200	0.73
2116800	0.81
2120400	1.14
2124000	1.66
2127600	2.22
2131200	2.68
2134800	2.94
2138400	2.91
2142000	2.58
2145600	2.07
2149200	1.54
2152800	1.1
2156400	0.79
2160000	0.66
2163600	0.75
2167200	1.07
2170800	1.55
2174400	2.05
2178000	2.43
2181600	2.57
2185200	2.43
2188800	2.07
2192400	1.64
2196000	1.26
2199600	1
2203200	0.89
2206800	0.97
2210400	1.24
2214000	1.67
2217600	2.15
2221200	2.55
2224800	2.76
2228400	2.74
2232000	2.47
2235600	2.04
2239200	1.59
2242800	1.2
2246400	0.93
2250000	0.8
2253600	0.84
2257200	1.09
2260800	1.49
2264400	1.92
2268000	2.24
2271600	2.38
2275200	2.29
2278800	2.02
2282400	1.67
2286000	1.35
2289600	1.13
2293200	1.03
2296800	1.07
2300400	1.27
2304000	1.62
2307600	2.04
2311200	2.39
2314800	2.6
2318400	2.61
2322000	2.41
2325600	2.06
2329200	1.66
2332800	1.31
2336400	1.05
2340000	0.89
2343600	0.88
2347200	1.07
2350800	1.41
2354400	1.8
2358000	2.11
2361600	2.26
2365200	2.24
2368800	2.04
2372400	1.74
2376000	1.45
2379600	1.24
2383200	1.11
2386800	1.1
2390400	1.24
2394000	1.54
2397600	1.92
2401200	2.26
2404800	2.49
2408400	2.55
2412000	2.41
2415600	2.1
2419200	1.73
2422800	1.39
2426400	1.12
2430000	0.93
2433600	0.88
2437200	1.04
2440800	1.36
2444400	1.73
2448000	2.05
2451600	2.25
2455200	2.27
2458800	2.11
2462400	1.82
2466000	1.53
2469600	1.28
2473200	1.12
2476800	1.07
2480400	1.17
2484000	1.45
2487600	1.82
2491200	2.18
2494800	2.44
2498400	2.54
2502000	2.43
2505600	2.13
2509200	1.76
2512800	1.41
2516400	1.12
2520000	0.92
2523600	0.86
2527200	1.01
2530800	1.35
2534400	1.74
2538000	2.09
2541600	2.32
2545200	2.36
2548800	2.19
2552400	1.87
2556000	1.54
2559600	1.26
2563200	1.07
2566800	1
2570400	1.1
2574000	1.39
2577600	1.79
2581200	2.18
2584800	2.46
2588400	2.58
2592000	2.45
2595600	2.13
2599200	1.73
2602800	1.36
2606400	1.07
2610000	0.86
2613600	0.83
2617200	1.03
2620800	1.41
2624400	1.84
2628000	2.22
2631600	2.46
2635200	2.47
2638800	2.24
2642400	1.86
2646000	1.49
2649600	1.19
2653200	0.99
2656800	0.92
2660400	1.06
2664000	1.4
2667600	1.84
2671200	2.25
2678400	2.54
