;x,z,nmann,xutm,yutm,AngMd,AngMi,Q
54900.000,-3.981,0.030,758992.106,4108632.717,-3.018,0.123,20.000
54950.000,-3.980,0.030,758998.246,4108583.095,-3.018,0.123,20.000
55000.000,-3.980,0.030,759004.386,4108533.474,-3.018,0.123,20.000
55050.000,-3.983,0.030,759010.526,4108483.852,-3.018,0.123,20.000
55100.000,-3.989,0.030,759016.666,4108434.231,-3.018,0.123,20.000
55150.000,-3.996,0.030,759022.806,4108384.609,-3.018,0.123,20.000
55200.000,-4.006,0.030,759028.946,4108334.988,-3.018,0.123,20.000
55250.000,-4.018,0.030,759035.086,4108285.366,-3.018,0.123,20.000
55300.000,-4.030,0.030,759041.226,4108235.745,-3.018,0.123,20.000
55350.000,-4.042,0.030,759047.366,4108186.123,-3.018,0.123,20.000
55400.000,-4.053,0.030,759053.506,4108136.501,-3.018,0.123,20.000
55450.000,-4.064,0.030,759059.646,4108086.880,-3.018,0.123,20.000
55500.000,-4.075,0.030,759065.786,4108037.258,-3.018,0.123,20.000
55550.000,-4.085,0.030,759071.926,4107987.637,-3.018,0.123,20.000
55600.000,-4.096,0.030,759078.066,4107938.015,-3.018,0.123,20.000
55650.000,-4.105,0.030,759084.206,4107888.394,-3.018,0.123,20.000
55700.000,-4.114,0.030,759090.346,4107838.772,-3.018,0.123,20.000
55750.000,-4.123,0.030,759096.486,4107789.150,-3.018,0.123,20.000
55800.000,-4.132,0.030,759102.626,4107739.529,-3.018,0.123,20.000
55850.000,-4.140,0.030,759108.767,4107689.907,-3.018,0.123,20.000
55900.000,-4.148,0.030,759114.907,4107640.286,-3.018,0.123,20.000
55950.000,-4.155,0.030,759121.047,4107590.664,-3.018,0.123,20.000
56000.000,-4.162,0.030,759127.187,4107541.043,-3.018,0.123,20.000
56050.000,-4.168,0.030,759133.327,4107491.421,-3.018,0.123,20.000
56100.000,-4.175,0.030,759139.467,4107441.799,-3.018,0.123,20.000
56150.000,-4.181,0.030,759145.607,4107392.178,-3.018,0.123,20.000
56200.000,-4.188,0.030,759151.747,4107342.556,-3.018,0.123,20.000
56250.000,-4.196,0.030,759157.887,4107292.935,-3.018,0.123,20.000
56300.000,-4.205,0.030,759164.027,4107243.313,-3.018,0.123,20.000
56350.000,-4.215,0.030,759170.167,4107193.692,-3.018,0.123,20.000
56400.000,-4.226,0.030,759176.307,4107144.070,-3.018,0.123,20.000
56450.000,-4.238,0.030,759182.447,4107094.448,-3.018,0.123,20.000
56500.000,-4.252,0.030,759188.587,4107044.827,-3.044,0.098,20.000
56550.000,-4.267,0.030,759193.448,4106995.139,3.109,-0.032,20.000
56600.000,-4.283,0.030,759191.825,4106945.176,3.075,-0.066,20.000
56650.000,-4.300,0.030,759188.512,4106895.286,3.075,-0.066,20.000
56700.000,-4.319,0.030,759185.199,4106845.396,3.075,-0.066,20.000
56750.000,-4.339,0.030,759181.887,4106795.506,3.075,-0.066,20.000
56800.000,-4.360,0.030,759178.574,4106745.616,3.075,-0.066,20.000
56850.000,-4.383,0.030,759175.261,4106695.726,3.075,-0.066,20.000
56900.000,-4.407,0.030,759171.949,4106645.836,3.075,-0.066,20.000
56950.000,-4.432,0.030,759168.636,4106595.945,3.075,-0.066,20.000
57000.000,-4.458,0.030,759165.324,4106546.055,3.026,-0.115,20.000
57050.000,-4.486,0.030,759159.594,4106496.555,2.859,-0.282,20.000
57100.000,-4.515,0.030,759145.675,4106448.568,2.810,-0.331,20.000
57150.000,-4.542,0.030,759129.403,4106401.290,2.810,-0.331,20.000
57200.000,-4.569,0.030,759113.131,4106354.012,2.810,-0.331,20.000
57250.000,-4.594,0.030,759096.860,4106306.734,2.810,-0.331,20.000
57300.000,-4.616,0.030,759080.588,4106259.455,2.810,-0.331,20.000
57350.000,-4.637,0.030,759064.316,4106212.177,2.810,-0.331,20.000
57400.000,-4.656,0.030,759048.044,4106164.899,2.810,-0.331,20.000
57450.000,-4.673,0.030,759031.772,4106117.621,2.810,-0.331,20.000
57500.000,-4.688,0.030,759015.500,4106070.343,2.810,-0.331,20.000
57550.000,-4.701,0.030,758999.228,4106023.065,2.810,-0.331,20.000
57600.000,-4.713,0.030,758982.956,4105975.786,2.810,-0.331,20.000
57650.000,-4.722,0.030,758966.684,4105928.508,2.810,-0.331,20.000
57700.000,-4.729,0.030,758950.413,4105881.230,2.810,-0.331,20.000
57750.000,-4.735,0.030,758934.141,4105833.952,2.810,-0.331,20.000
57800.000,-4.738,0.030,758917.869,4105786.674,2.761,-0.380,20.000
57850.000,-4.740,0.030,758899.317,4105740.252,2.687,-0.455,20.000
57900.000,-4.740,0.030,758877.342,4105695.340,2.687,-0.455,20.000
57950.000,-4.737,0.030,758855.368,4105650.427,2.687,-0.455,20.000
58000.000,-4.733,0.030,758833.394,4105605.515,2.687,-0.455,20.000
58050.000,-4.727,0.030,758811.419,4105560.602,2.687,-0.455,20.000
58100.000,-4.719,0.030,758789.445,4105515.690,2.687,-0.455,20.000
58150.000,-4.710,0.030,758767.471,4105470.778,2.687,-0.455,20.000
58200.000,-4.701,0.030,758745.496,4105425.865,2.687,-0.455,20.000
58250.000,-4.692,0.030,758723.522,4105380.953,2.687,-0.455,20.000
58300.000,-4.683,0.030,758701.548,4105336.040,2.687,-0.455,20.000
58350.000,-4.674,0.030,758679.573,4105291.128,2.687,-0.455,20.000
58400.000,-4.665,0.030,758657.599,4105246.215,2.687,-0.455,20.000
58450.000,-4.656,0.030,758635.625,4105201.303,2.687,-0.455,20.000
58500.000,-4.647,0.030,758613.650,4105156.390,2.687,-0.455,20.000
58550.000,-4.638,0.030,758591.676,4105111.478,2.687,-0.455,20.000
58600.000,-4.629,0.030,758569.702,4105066.565,2.687,-0.455,20.000
58650.000,-4.620,0.030,758547.727,4105021.653,2.687,-0.455,20.000
58700.000,-4.611,0.030,758525.753,4104976.741,2.687,-0.455,20.000
58750.000,-4.601,0.030,758503.779,4104931.828,2.687,-0.455,20.000
58800.000,-4.592,0.030,758481.804,4104886.916,2.675,-0.467,20.000
58850.000,-4.583,0.030,758459.313,4104842.276,2.598,-0.544,20.000
58900.000,-4.574,0.030,758433.458,4104799.533,2.530,-0.611,20.000
58950.000,-4.565,0.030,758404.770,4104758.583,2.530,-0.611,20.000
59000.000,-4.556,0.030,758376.081,4104717.632,2.530,-0.611,20.000
59050.000,-4.547,0.030,758347.393,4104676.681,2.530,-0.611,20.000
59100.000,-4.538,0.030,758318.704,4104635.731,2.530,-0.611,20.000
59150.000,-4.529,0.030,758290.015,4104594.780,2.530,-0.611,20.000
59200.000,-4.520,0.030,758261.327,4104553.829,2.530,-0.611,20.000
59250.000,-4.511,0.030,758232.638,4104512.878,2.530,-0.611,20.000
59300.000,-4.502,0.030,758203.949,4104471.928,2.530,-0.611,20.000
59350.000,-4.493,0.030,758175.261,4104430.977,2.530,-0.611,20.000
59400.000,-4.484,0.030,758146.572,4104390.026,2.530,-0.611,20.000
59450.000,-4.475,0.030,758117.883,4104349.075,2.530,-0.611,20.000
59500.000,-4.466,0.030,758089.195,4104308.125,2.530,-0.611,20.000
59550.000,-4.457,0.030,758060.506,4104267.174,2.530,-0.611,20.000
59600.000,-4.448,0.030,758031.817,4104226.223,2.530,-0.611,20.000
59650.000,-4.439,0.030,758003.129,4104185.273,2.528,-0.614,20.000
59700.000,-4.430,0.030,757974.339,4104144.396,2.460,-0.681,20.000
59750.000,-4.421,0.030,757942.902,4104105.620,2.328,-0.814,20.000
59800.000,-4.413,0.030,757906.565,4104071.274,2.328,-0.814,20.000
59850.000,-4.404,0.030,757870.228,4104036.928,2.328,-0.814,20.000
59900.000,-4.395,0.030,757833.891,4104002.582,2.328,-0.814,20.000
59950.000,-4.387,0.030,757797.555,4103968.237,2.328,-0.814,20.000
60000.000,-4.378,0.030,757761.218,4103933.891,2.328,-0.814,20.000
60050.000,-4.370,0.030,757724.881,4103899.545,2.328,-0.814,20.000
60100.000,-4.361,0.030,757688.544,4103865.199,2.328,-0.814,20.000
60150.000,-4.353,0.030,757652.207,4103830.853,2.328,-0.814,20.000
60200.000,-4.344,0.030,757615.870,4103796.508,2.328,-0.814,20.000
60250.000,-4.336,0.030,757579.533,4103762.162,2.328,-0.814,20.000
60300.000,-4.328,0.030,757543.197,4103727.816,2.328,-0.814,20.000
60350.000,-4.320,0.030,757506.860,4103693.470,2.328,-0.814,20.000
60400.000,-4.311,0.030,757470.523,4103659.124,2.328,-0.814,20.000
60450.000,-4.303,0.030,757434.186,4103624.779,2.328,-0.814,20.000
60500.000,-4.295,0.030,757397.849,4103590.433,2.328,-0.814,20.000
60550.000,-4.287,0.030,757361.512,4103556.087,2.328,-0.814,20.000
60600.000,-4.279,0.030,757325.176,4103521.741,2.328,-0.814,20.000
60650.000,-4.270,0.030,757288.839,4103487.395,2.328,-0.814,20.000
60700.000,-4.262,0.030,757252.502,4103453.050,2.328,-0.814,20.000
60750.000,-4.254,0.030,757216.165,4103418.704,2.328,-0.814,20.000
60800.000,-4.246,0.030,757179.828,4103384.358,2.328,-0.814,20.000
60850.000,-4.238,0.030,757143.491,4103350.012,2.328,-0.814,20.000
60900.000,-4.230,0.030,757107.154,4103315.666,2.328,-0.814,20.000
60950.000,-4.222,0.030,757070.818,4103281.321,2.328,-0.814,20.000
61000.000,-4.213,0.030,757034.481,4103246.975,2.328,-0.814,20.000
61050.000,-4.205,0.030,756998.144,4103212.629,2.328,-0.814,20.000
61100.000,-4.197,0.030,756961.807,4103178.283,2.328,-0.814,20.000
61150.000,-4.189,0.030,756925.470,4103143.938,2.328,-0.814,20.000
61200.000,-4.182,0.030,756889.133,4103109.592,2.328,-0.814,20.000
61250.000,-4.175,0.030,756852.796,4103075.246,2.328,-0.814,20.000
61300.000,-4.169,0.030,756816.460,4103040.900,2.328,-0.814,20.000
61350.000,-4.163,0.030,756780.123,4103006.554,2.328,-0.814,20.000
61400.000,-4.158,0.030,756743.786,4102972.209,2.277,-0.865,20.000
61450.000,-4.153,0.030,756705.753,4102939.779,2.161,-0.981,20.000
61500.000,-4.148,0.030,756664.231,4102911.985,2.147,-0.994,20.000
61550.000,-4.144,0.030,756622.315,4102884.726,2.147,-0.994,20.000
61600.000,-4.140,0.030,756580.398,4102857.468,2.147,-0.994,20.000
61650.000,-4.137,0.030,756538.482,4102830.209,2.147,-0.994,20.000
61700.000,-4.134,0.030,756496.566,4102802.951,2.147,-0.994,20.000
61750.000,-4.131,0.030,756454.649,4102775.692,2.147,-0.994,20.000
61800.000,-4.129,0.030,756412.733,4102748.434,2.147,-0.994,20.000
61850.000,-4.128,0.030,756370.817,4102721.175,2.147,-0.994,20.000
61900.000,-4.127,0.030,756328.900,4102693.917,2.147,-0.994,20.000
61950.000,-4.126,0.030,756286.984,4102666.658,2.147,-0.994,20.000
62000.000,-4.125,0.030,756245.068,4102639.400,2.147,-0.994,20.000
62050.000,-4.126,0.030,756203.152,4102612.142,2.147,-0.994,20.000
62100.000,-4.126,0.030,756161.235,4102584.883,2.147,-0.994,20.000
62150.000,-4.127,0.030,756119.319,4102557.625,2.138,-1.003,20.000
62200.000,-4.128,0.030,756077.155,4102530.756,2.042,-1.100,20.000
62250.000,-4.129,0.030,756032.727,4102508.140,1.972,-1.169,20.000
62300.000,-4.130,0.030,755986.707,4102488.591,1.972,-1.169,20.000
62350.000,-4.131,0.030,755940.687,4102469.043,1.972,-1.169,20.000
62400.000,-4.132,0.030,755894.667,4102449.494,1.972,-1.169,20.000
62450.000,-4.133,0.030,755848.647,4102429.945,1.972,-1.169,20.000
62500.000,-4.133,0.030,755802.627,4102410.396,1.972,-1.169,20.000
62550.000,-4.134,0.030,755756.607,4102390.847,1.972,-1.169,20.000
62600.000,-4.135,0.030,755710.587,4102371.298,1.972,-1.169,20.000
62650.000,-4.136,0.030,755664.567,4102351.749,1.972,-1.169,20.000
62700.000,-4.136,0.030,755618.547,4102332.200,1.972,-1.169,20.000
62750.000,-4.136,0.030,755572.527,4102312.651,1.972,-1.169,20.000
62800.000,-4.133,0.030,755526.507,4102293.103,1.972,-1.169,20.000
62850.000,-4.130,0.030,755480.487,4102273.554,1.972,-1.169,20.000
62900.000,-4.126,0.030,755434.467,4102254.005,1.972,-1.169,20.000
62950.000,-4.121,0.030,755388.447,4102234.456,1.947,-1.194,20.000
63000.000,-4.114,0.030,755342.000,4102216.099,1.848,-1.293,20.000
63050.000,-4.107,0.030,755293.918,4102202.397,1.831,-1.311,20.000
63100.000,-4.098,0.030,755245.602,4102189.530,1.831,-1.311,20.000
63150.000,-4.088,0.030,755197.286,4102176.664,1.831,-1.311,20.000
63200.000,-4.077,0.030,755148.970,4102163.797,1.831,-1.311,20.000
63250.000,-4.065,0.030,755100.653,4102150.931,1.831,-1.311,20.000
63300.000,-4.052,0.030,755052.337,4102138.064,1.831,-1.311,20.000
63350.000,-4.038,0.030,755004.021,4102125.198,1.831,-1.311,20.000
63400.000,-4.022,0.030,754955.705,4102112.331,1.831,-1.311,20.000
63450.000,-4.006,0.030,754907.389,4102099.465,1.831,-1.311,20.000
63500.000,-3.988,0.030,754859.073,4102086.598,1.831,-1.311,20.000
63550.000,-3.969,0.030,754810.756,4102073.732,1.831,-1.311,20.000
63600.000,-3.949,0.030,754762.440,4102060.865,1.831,-1.311,20.000
63650.000,-3.932,0.030,754714.124,4102047.999,1.831,-1.311,20.000
63700.000,-3.920,0.030,754665.808,4102035.132,1.831,-1.311,20.000
63750.000,-3.913,0.030,754617.492,4102022.266,1.831,-1.311,20.000
63800.000,-3.913,0.030,754569.176,4102009.399,1.831,-1.311,20.000
63850.000,-3.918,0.030,754520.859,4101996.533,1.830,-1.311,20.000
63900.000,-3.929,0.030,754472.532,4101983.708,1.802,-1.339,20.000
63950.000,-3.946,0.030,754423.902,4101972.245,1.740,-1.401,20.000
64000.000,-3.969,0.030,754374.619,4101963.810,1.740,-1.401,20.000
64050.000,-3.997,0.030,754325.335,4101955.375,1.740,-1.401,20.000
64100.000,-4.032,0.030,754276.052,4101946.940,1.740,-1.401,20.000
64150.000,-4.073,0.030,754226.769,4101938.505,1.740,-1.401,20.000
64200.000,-4.119,0.030,754177.485,4101930.070,1.740,-1.401,20.000
64250.000,-4.172,0.030,754128.202,4101921.635,1.740,-1.401,20.000
64300.000,-4.230,0.030,754078.918,4101913.200,1.740,-1.401,20.000
64350.000,-4.295,0.030,754029.635,4101904.764,1.740,-1.401,20.000
64400.000,-4.365,0.030,753980.352,4101896.329,1.740,-1.401,20.000
64450.000,-4.441,0.030,753931.068,4101887.894,1.740,-1.401,20.000
64500.000,-4.523,0.030,753881.785,4101879.459,1.740,-1.401,20.000
64550.000,-4.611,0.030,753832.502,4101871.024,1.740,-1.401,20.000
64600.000,-4.705,0.030,753783.218,4101862.589,1.740,-1.401,20.000
64650.000,-4.805,0.030,753733.935,4101854.154,1.740,-1.401,20.000
64700.000,-4.908,0.030,753684.652,4101845.719,1.740,-1.401,20.000
64750.000,-5.010,0.030,753635.368,4101837.284,1.740,-1.401,20.000
64800.000,-5.112,0.030,753586.085,4101828.849,1.740,-1.401,20.000
64850.000,-5.215,0.030,753536.801,4101820.414,1.740,-1.401,20.000
64900.000,-5.318,0.030,753487.518,4101811.979,1.740,-1.401,20.000
64950.000,-5.422,0.030,753438.235,4101803.544,1.965,-1.176,20.000
65000.000,-5.525,0.030,753393.092,4101784.754,2.306,-0.835,20.000
65050.000,-5.629,0.030,753356.203,4101751.378,2.377,-0.765,20.000
65100.000,-5.733,0.030,753321.577,4101715.309,2.377,-0.765,20.000
65150.000,-5.837,0.030,753286.950,4101679.240,2.377,-0.765,20.000
65200.000,-5.936,0.030,753252.324,4101643.170,2.377,-0.765,20.000
65250.000,-6.030,0.030,753217.697,4101607.101,2.377,-0.765,20.000
65300.000,-6.119,0.030,753183.070,4101571.032,2.377,-0.765,20.000
65350.000,-6.203,0.030,753148.444,4101534.962,2.377,-0.765,20.000
65400.000,-6.282,0.030,753113.817,4101498.893,2.454,-0.688,20.000
65450.000,-6.357,0.030,753082.151,4101460.354,2.561,-0.580,20.000
65500.000,-6.426,0.030,753054.752,4101418.561,2.585,-0.557,20.000
65550.000,-6.491,0.030,753028.339,4101376.107,2.585,-0.557,20.000
65600.000,-6.551,0.030,753001.925,4101333.653,2.585,-0.557,20.000
65650.000,-6.605,0.030,752975.512,4101291.199,2.585,-0.557,20.000
65700.000,-6.650,0.030,752949.099,4101248.746,2.585,-0.557,20.000
65750.000,-6.687,0.030,752922.685,4101206.292,2.585,-0.557,20.000
65800.000,-6.715,0.030,752896.272,4101163.838,2.585,-0.557,20.000
65850.000,-6.734,0.030,752869.859,4101121.384,2.624,-0.518,20.000
65900.000,-6.744,0.030,752845.114,4101077.973,2.764,-0.378,20.000
65950.000,-6.745,0.030,752826.723,4101031.650,2.823,-0.318,20.000
66000.000,-6.737,0.030,752811.082,4100984.159,2.823,-0.318,20.000
66050.000,-6.720,0.030,752795.442,4100936.668,2.823,-0.318,20.000
66100.000,-6.695,0.030,752779.801,4100889.178,2.823,-0.318,20.000
66150.000,-6.661,0.030,752764.160,4100841.687,2.823,-0.318,20.000
66200.000,-6.618,0.030,752748.520,4100794.196,2.823,-0.318,20.000
66250.000,-6.571,0.030,752732.879,4100746.706,2.823,-0.318,20.000
66300.000,-6.520,0.030,752717.238,4100699.215,2.823,-0.318,20.000
66350.000,-6.466,0.030,752701.598,4100651.724,2.823,-0.318,20.000
66400.000,-6.408,0.030,752685.957,4100604.233,2.823,-0.318,20.000
66450.000,-6.346,0.030,752670.316,4100556.743,2.823,-0.318,20.000
66500.000,-6.281,0.030,752654.676,4100509.252,2.823,-0.318,20.000
66550.000,-6.212,0.030,752639.035,4100461.761,2.823,-0.318,20.000
66600.000,-6.139,0.030,752623.394,4100414.270,2.823,-0.318,20.000
66650.000,-6.062,0.030,752607.754,4100366.780,2.823,-0.318,20.000
66700.000,-5.983,0.030,752592.113,4100319.289,2.823,-0.318,20.000
66750.000,-5.903,0.030,752576.472,4100271.798,2.864,-0.278,20.000
66800.000,-5.823,0.030,752562.781,4100223.751,2.915,-0.226,20.000
66850.000,-5.743,0.030,752551.570,4100175.027,2.923,-0.219,20.000
66900.000,-5.663,0.030,752540.730,4100126.216,2.923,-0.219,20.000
66950.000,-5.583,0.030,752529.890,4100077.405,2.923,-0.219,20.000
67000.000,-5.504,0.030,752519.050,4100028.594,2.923,-0.219,20.000
67050.000,-5.424,0.030,752508.210,4099979.784,2.923,-0.219,20.000
67100.000,-5.344,0.030,752497.369,4099930.973,2.923,-0.219,20.000
67150.000,-5.264,0.030,752486.529,4099882.162,2.923,-0.219,20.000
67200.000,-5.184,0.030,752475.689,4099833.351,2.923,-0.219,20.000
67250.000,-5.104,0.030,752464.849,4099784.541,2.923,-0.219,20.000
67300.000,-5.027,0.030,752454.009,4099735.730,2.923,-0.219,20.000
67350.000,-4.952,0.030,752443.169,4099686.919,2.923,-0.219,20.000
67400.000,-4.881,0.030,752432.328,4099638.108,2.923,-0.219,20.000
67450.000,-4.812,0.030,752421.488,4099589.298,2.923,-0.219,20.000
67500.000,-4.747,0.030,752410.648,4099540.487,2.923,-0.219,20.000
67550.000,-4.685,0.030,752399.808,4099491.676,2.941,-0.201,20.000
67600.000,-4.627,0.030,752389.841,4099442.701,3.048,-0.094,20.000
67650.000,-4.571,0.030,752385.165,4099393.066,-3.136,0.005,20.000
67700.000,-4.519,0.030,752385.423,4099343.067,-3.136,0.005,20.000
67750.000,-4.469,0.030,752385.682,4099293.067,-3.136,0.005,20.000
67800.000,-4.423,0.030,752385.940,4099243.068,-3.136,0.005,20.000
67850.000,-4.380,0.030,752386.198,4099193.069,-3.136,0.005,20.000
67900.000,-4.340,0.030,752386.457,4099143.069,-3.136,0.005,20.000
67950.000,-4.304,0.030,752386.715,4099093.070,-3.136,0.005,20.000
68000.000,-4.270,0.030,752386.973,4099043.071,-3.136,0.005,20.000
68050.000,-4.240,0.030,752387.232,4098993.071,-3.136,0.005,20.000
68100.000,-4.213,0.030,752387.490,4098943.072,-3.136,0.005,20.000
68150.000,-4.189,0.030,752387.748,4098893.073,-3.136,0.005,20.000
68200.000,-4.168,0.030,752388.007,4098843.073,-3.136,0.005,20.000
68250.000,-4.150,0.030,752388.265,4098793.074,-3.136,0.005,20.000
68300.000,-4.136,0.030,752388.523,4098743.075,-3.136,0.005,20.000
68350.000,-4.122,0.030,752388.781,4098693.075,-3.136,0.005,20.000
68400.000,-4.109,0.030,752389.040,4098643.076,-3.136,0.005,20.000
68450.000,-4.095,0.030,752389.298,4098593.077,-3.136,0.005,20.000
68500.000,-4.082,0.030,752389.556,4098543.077,-3.136,0.005,20.000
68550.000,-4.068,0.030,752389.815,4098493.078,-3.136,0.005,20.000
68600.000,-4.055,0.030,752390.073,4098443.079,-3.136,0.005,20.000
68650.000,-4.043,0.030,752390.331,4098393.079,-3.136,0.005,20.000
68700.000,-4.032,0.030,752390.590,4098343.080,-3.136,0.005,20.000
68750.000,-4.024,0.030,752390.848,4098293.081,-3.136,0.005,20.000
68800.000,-4.018,0.030,752391.106,4098243.081,-3.136,0.005,20.000
68850.000,-4.013,0.030,752391.365,4098193.082,-3.136,0.005,20.000
68900.000,-4.011,0.030,752391.623,4098143.083,-3.136,0.005,20.000
68950.000,-4.010,0.030,752391.881,4098093.083,-3.136,0.005,20.000
69000.000,-4.012,0.030,752392.140,4098043.084,-3.136,0.005,20.000
69050.000,-4.015,0.030,752392.398,4097993.085,-3.136,0.005,20.000
69100.000,-4.021,0.030,752392.656,4097943.085,-3.136,0.005,20.000
69150.000,-4.028,0.030,752392.915,4097893.086,-3.136,0.005,20.000
69200.000,-4.037,0.030,752393.173,4097843.087,-3.136,0.005,20.000
69250.000,-4.049,0.030,752393.431,4097793.087,-3.136,0.005,20.000
69300.000,-4.062,0.030,752393.690,4097743.088,3.131,-0.010,20.000
69350.000,-4.077,0.030,752393.184,4097693.146,2.972,-0.170,20.000
69400.000,-4.095,0.030,752384.728,4097643.891,2.909,-0.233,20.000
69450.000,-4.114,0.030,752373.193,4097595.240,2.909,-0.233,20.000
69500.000,-4.135,0.030,752361.658,4097546.589,2.909,-0.233,20.000
69550.000,-4.158,0.030,752350.123,4097497.937,2.909,-0.233,20.000
69600.000,-4.183,0.030,752338.588,4097449.286,2.909,-0.233,20.000
69650.000,-4.210,0.030,752327.053,4097400.635,2.909,-0.233,20.000
69700.000,-4.238,0.030,752315.518,4097351.983,2.909,-0.233,20.000
69750.000,-4.266,0.030,752303.983,4097303.332,2.909,-0.233,20.000
69800.000,-4.294,0.030,752292.448,4097254.681,2.909,-0.233,20.000
69850.000,-4.322,0.030,752280.913,4097206.030,2.909,-0.233,20.000
69900.000,-4.350,0.030,752269.378,4097157.378,2.909,-0.233,20.000
69950.000,-4.377,0.030,752257.844,4097108.727,2.909,-0.233,20.000
70000.000,-4.405,0.030,752246.309,4097060.076,2.909,-0.233,20.000
70050.000,-4.433,0.030,752234.774,4097011.425,2.909,-0.233,20.000
70100.000,-4.461,0.030,752223.239,4096962.773,2.909,-0.233,20.000
70150.000,-4.489,0.030,752211.704,4096914.122,2.909,-0.233,20.000
70200.000,-4.517,0.030,752200.169,4096865.471,2.909,-0.233,20.000
70250.000,-4.544,0.030,752188.634,4096816.819,2.909,-0.233,20.000
70300.000,-4.572,0.030,752177.099,4096768.168,2.909,-0.233,20.000
70350.000,-4.600,0.030,752165.564,4096719.517,2.909,-0.233,20.000
70400.000,-4.628,0.030,752154.029,4096670.866,2.876,-0.266,20.000
70450.000,-4.656,0.030,752140.917,4096622.649,2.829,-0.313,20.000
70500.000,-4.684,0.030,752125.532,4096575.076,2.822,-0.319,20.000
70550.000,-4.712,0.030,752109.840,4096527.602,2.822,-0.319,20.000
70600.000,-4.739,0.030,752094.149,4096480.128,2.822,-0.319,20.000
70650.000,-4.767,0.030,752078.457,4096432.655,2.822,-0.319,20.000
70700.000,-4.795,0.030,752062.765,4096385.181,2.822,-0.319,20.000
70750.000,-4.820,0.030,752047.073,4096337.707,2.822,-0.319,20.000
70800.000,-4.842,0.030,752031.382,4096290.233,2.822,-0.319,20.000
70850.000,-4.862,0.030,752015.690,4096242.759,2.822,-0.319,20.000
70900.000,-4.879,0.030,751999.998,4096195.285,2.822,-0.319,20.000
70950.000,-4.894,0.030,751984.306,4096147.811,2.822,-0.319,20.000
71000.000,-4.906,0.030,751968.615,4096100.337,2.822,-0.319,20.000
71050.000,-4.915,0.030,751952.923,4096052.864,2.822,-0.319,20.000
71100.000,-4.922,0.030,751937.231,4096005.390,2.822,-0.319,20.000
71150.000,-4.926,0.030,751921.539,4095957.916,2.822,-0.319,20.000
71200.000,-4.928,0.030,751905.848,4095910.442,2.822,-0.319,20.000
71250.000,-4.927,0.030,751890.156,4095862.968,2.822,-0.319,20.000
71300.000,-4.924,0.030,751874.464,4095815.494,2.822,-0.319,20.000
71350.000,-4.917,0.030,751858.772,4095768.020,2.822,-0.319,20.000
71400.000,-4.909,0.030,751843.081,4095720.546,2.822,-0.319,20.000
71450.000,-4.898,0.030,751827.389,4095673.072,2.822,-0.319,20.000
71500.000,-4.884,0.030,751811.697,4095625.599,2.822,-0.319,20.000
71550.000,-4.867,0.030,751796.005,4095578.125,2.822,-0.319,20.000
71600.000,-4.848,0.030,751780.314,4095530.651,2.822,-0.319,20.000
71650.000,-4.827,0.030,751764.622,4095483.177,2.822,-0.319,20.000
71700.000,-4.803,0.030,751748.930,4095435.703,2.822,-0.319,20.000
71750.000,-4.776,0.030,751733.238,4095388.229,2.822,-0.319,20.000
71800.000,-4.750,0.030,751717.547,4095340.755,2.822,-0.319,20.000
71850.000,-4.723,0.030,751701.855,4095293.281,2.822,-0.319,20.000
71900.000,-4.697,0.030,751686.163,4095245.808,2.822,-0.319,20.000
71950.000,-4.670,0.030,751670.471,4095198.334,2.822,-0.319,20.000
72000.000,-4.644,0.030,751654.780,4095150.860,2.822,-0.319,20.000
72050.000,-4.618,0.030,751639.088,4095103.386,2.822,-0.319,20.000
72100.000,-4.591,0.030,751623.396,4095055.912,2.822,-0.319,20.000
72150.000,-4.565,0.030,751607.704,4095008.438,2.822,-0.319,20.000
72200.000,-4.538,0.030,751592.013,4094960.964,2.822,-0.319,20.000
72250.000,-4.512,0.030,751576.321,4094913.490,2.822,-0.319,20.000
72300.000,-4.485,0.030,751560.629,4094866.017,2.822,-0.319,20.000
72350.000,-4.459,0.030,751544.937,4094818.543,2.822,-0.319,20.000
72400.000,-4.432,0.030,751529.246,4094771.069,2.822,-0.319,20.000
72450.000,-4.406,0.030,751513.554,4094723.595,2.822,-0.319,20.000
72500.000,-4.380,0.030,751497.862,4094676.121,2.822,-0.319,20.000
72550.000,-4.353,0.030,751482.170,4094628.647,2.822,-0.319,20.000
72600.000,-4.327,0.030,751466.479,4094581.173,2.822,-0.319,20.000
72650.000,-4.300,0.030,751450.787,4094533.699,2.822,-0.319,20.000
72700.000,-4.274,0.030,751435.095,4094486.226,2.822,-0.319,20.000
72750.000,-4.247,0.030,751419.403,4094438.752,2.822,-0.319,20.000
72800.000,-4.222,0.030,751403.712,4094391.278,2.822,-0.319,20.000
72850.000,-4.197,0.030,751388.020,4094343.804,2.822,-0.319,20.000
72900.000,-4.174,0.030,751372.328,4094296.330,2.822,-0.319,20.000
72950.000,-4.151,0.030,751356.636,4094248.856,2.822,-0.319,20.000
73000.000,-4.130,0.030,751340.945,4094201.382,2.822,-0.319,20.000
73050.000,-4.111,0.030,751325.253,4094153.908,2.822,-0.319,20.000
73100.000,-4.092,0.030,751309.561,4094106.435,2.822,-0.319,20.000
73150.000,-4.074,0.030,751293.869,4094058.961,2.834,-0.307,20.000
73200.000,-4.058,0.030,751278.744,4094011.308,2.858,-0.284,20.000
